Name,Price,Color,Mileage,Make,Model,City,Date Displayed,Automatic Transmission,Air Conditioner,Power Steering,Remote Control,Item URL
Mazda 232 1982,"50,000 EGP",Silver,"100,000 Km",Mazda,232,10th of Ramadan,2023-11-29,No,Yes,No,No,https://eg.hatla2ee.com/en/car/mazda/232/6133491
Daewoo Nubira 2 2006,"240,000 EGP",Dark blue,"192,000 Km",Daewoo,Nubira 2,Cairo,2023-11-29,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/6133518
Kia Carens 2014,"880,000 EGP",White,"110,000 Km",Kia,Carens,Dakahlia,2023-11-29,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/carens/6133487
Toyota Corolla 2016,"820,000 EGP",Gray,"156,000 Km",Toyota,Corolla,Gharbia,2023-11-29,No,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6133490
Renault Logan 2016,"320,000 EGP",Red,"200,000 Km",Renault,Logan,Heliopolis,2023-11-29,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/renault/logan/6133323
Hyundai Avante 2011,"490,000 EGP",Gray,"88,000 Km",Hyundai,Avante,El Qanater El Khayreya,2023-11-29,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/hyundai/avante/6133287
Mercedes C 180 2013,"1,400,000 EGP",White,"200,000 Km",Mercedes,C 180,Qena,2023-11-29,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/c-180/6133070
Chery Arrizo 5 2022,"610,000 EGP",Cyan,"50,000 Km",Chery,Arrizo 5,Cairo,2023-11-29,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6133055
Toyota Corolla 2009,"550,000 EGP",Red,"233,000 Km",Toyota,Corolla,Tagamo3 - New Cairo,2023-11-29,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6133107
Volkswagen Golf 3 1994,"210,000 EGP",Silver,"270,000 Km",Volkswagen,Golf 3,El Minya,2023-11-29,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/volks-wagen/Golf-3/6132842
Toyota Corolla 2009,"495,000 EGP",Petroleum,"290,000 Km",Toyota,Corolla,6 October,2023-11-29,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6132807
Renault Sandero Step Way 2021,"720,000 EGP",Blue,"37,000 Km",Renault,Sandero Step Way,Heliopolis,2023-11-29,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/sandero-step-way/6132728
MG 5 2021,"600,000 EGP",Red,"110,000 Km",MG,5,Maadi,2023-11-29,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6132551
Volkswagen Bora 2000,"375,000 EGP",Dark red,"227,000 Km",Volkswagen,Bora,Port Said,2023-11-29,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/volks-wagen/bora/6132584
Mercedes E 300 2017,"3,500,000 EGP",White,"78,000 Km",Mercedes,E 300,Sheikh Zayed City,2023-11-29,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/e-300/6132390
Chevrolet Captiva 2008,"450,000 EGP",Black,"265,000 Km",Chevrolet,Captiva,Mohandessin,2023-11-29,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/captiva/6132402
Nissan Sunny 2020,"520,000 EGP",Gold,"52,000 Km",Nissan,Sunny,Cairo,2023-11-29,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6132423
Nissan Sunny 2019,"450,000 EGP",Black,"180,000 Km",Nissan,Sunny,10th of Ramadan,2023-11-29,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6132332
Mitsubishi Lancer Puma 2009,"390,000 EGP",Black,"243,000 Km",Mitsubishi,Lancer Puma,Shibin El Qanater,2023-11-29,Yes,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6139037
Skoda Octavia A7 2016,"800,000 EGP",Silver,"176,000 Km",Skoda,Octavia A7,Beni Suef,2023-11-29,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/skoda/Octavia-A7/6139071
Hyundai Accent 2000,"155,000 EGP",Dark red,"200,000 Km",Hyundai,Accent,Giza,2023-11-29,No,Yes,No,No,https://eg.hatla2ee.com/en/car/hyundai/accent/6138041
Kia Cerato 2011,"600,000 EGP",Dark red,"166,000 Km",Kia,Cerato,Alexandria,2023-11-29,Yes,Yes,No,No,https://eg.hatla2ee.com/en/car/kia/cerato/6132161
Daewoo Nubira 2 2003,"290,000 EGP",Black,"275,000 Km",Daewoo,Nubira 2,Cairo,2023-11-29,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/6132134
Peugeot 301 2021,"600,000 EGP",Petroleum,"88,000 Km",Peugeot,301,Tagamo3 - New Cairo,2023-11-29,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/peugeot/301/6132180
Changan Alsvin 2020,"550,000 EGP",White,"124,000 Km",Changan,Alsvin,Cairo,2023-11-29,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/changan/Alsvin/6132116
Byd F3 2011,"150,000 EGP",White,,Byd,F3,Cairo,2023-11-29,No,No,Yes,No,https://eg.hatla2ee.com/en/car/byd/f3/6132084
Chevrolet Optra 2018,"440,000 EGP",Dark blue,"180,000 Km",Chevrolet,Optra,Alexandria,2023-11-29,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6132053
Peugeot 301 2019,"725,000 EGP",Silver,"72,000 Km",Peugeot,301,Tagamo3 - New Cairo,2023-11-29,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/peugeot/301/6132039
Opel Grandland 2020,"1,750,000 EGP",Silver,"70,000 Km",Opel,Grandland,Tagamo3 - New Cairo,2023-11-29,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/Grandland/6131994
Renault Logan 2013,"310,000 EGP",Dark blue,"131,400 Km",Renault,Logan,Giza,2023-11-29,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/renault/logan/6131939
Renault Logan 2010,"250,000 EGP",Dark blue,"171,000 Km",Renault,Logan,Mohandessin,2023-11-29,No,No,No,No,https://eg.hatla2ee.com/en/car/renault/logan/6131976
Kia Forte 2009,"400,000 EGP",Black,"182,000 Km",Kia,Forte,Shobra,2023-11-29,Yes,No,No,No,https://eg.hatla2ee.com/en/car/kia/forte/6131849
Hyundai Tucson GDI 2021,"1,800,000 EGP",White,"9,200 Km",Hyundai,Tucson GDI,Aswan,2023-11-29,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Tucson-GDI/6131858
Volkswagen Passat 2017,"1,100,000 EGP",Black,"210,000 Km",Volkswagen,Passat,Shibin el Kom,2023-11-29,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/volks-wagen/passat/6131918
Toyota Corolla 2009,"550,000 EGP",Silver,"203,000 Km",Toyota,Corolla,Beni Suef,2023-11-29,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6131828
MG ZS 2020,"1,100,000 EGP",Red,"100,000 Km",MG,ZS,Shobra,2023-11-29,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/zs/6131844
Dodge Durango 2013,"2,300,000 EGP",Black,"80,000 Km",Dodge,Durango,Mohandessin,2023-11-29,No,No,No,No,https://eg.hatla2ee.com/en/car/dodge/durango/6131826
Skoda Octavia A4 1998,"180,000 EGP",Dark blue,"220,000 Km",Skoda,Octavia A4,Mohandessin,2023-11-29,No,No,No,No,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6131822
Fiat 131 1976,"29,000 EGP",Green,,Fiat,131,Aswan,2023-11-28,No,No,No,No,https://eg.hatla2ee.com/en/car/fiat/131/6131652
Hyundai I10 2017,"465,000 EGP",Red,"114,000 Km",Hyundai,I10,Nasr city,2023-11-28,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/hyundai/i10/6131661
Kia Sportage 2020,"1,300,000 EGP",Silver,"64,000 Km",Kia,Sportage,Alexandria,2023-11-28,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6131619
Seat Ibiza 1989,"70,000 EGP",Red,"208,552 Km",Seat,Ibiza,Cairo,2023-11-28,Yes,No,No,Yes,https://eg.hatla2ee.com/en/car/seat/ibiza/6131552
Renault Duster 2012,"450,000 EGP",Black,"53,000 Km",Renault,Duster,Dokki,2023-11-28,No,No,No,No,https://eg.hatla2ee.com/en/car/renault/duster/6131388
Hyundai Tucson Turbo GDI 2024,"1,880,000 EGP",Brown,0 Km,Hyundai,Tucson Turbo GDI,Shobra,2023-11-28,Yes,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Tucson-Turbo/6131372
Chery Tiggo 7 2022,"875,000 EGP",Black,"55,000 Km",Chery,Tiggo 7,Alexandria,2023-11-28,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Tiggo-7/6131492
Renault 19 1999,"73,000 EGP",Silver,,Renault,19,Saft El Laban,2023-11-28,No,No,No,No,https://eg.hatla2ee.com/en/car/renault/19/6131354
Volkswagen Golf 2 1986,"110,000 EGP",Blue,"300,000 Km",Volkswagen,Golf 2,Al Shorouk,2023-11-28,No,No,Yes,No,https://eg.hatla2ee.com/en/car/volks-wagen/Golf-2/6131430
Kia Sportage 2020,"1,500,000 EGP",White,"29,000 Km",Kia,Sportage,Mansoura,2023-11-28,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6131471
Nissan Sunny 2012,"375,000 EGP",Black,"145,000 Km",Nissan,Sunny,10th of Ramadan,2023-11-28,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6131478
Lada Granta 2021,"321,000 EGP",Mocha,"135,000 Km",Lada,Granta,6 October,2023-11-28,No,No,No,No,https://eg.hatla2ee.com/en/car/lada/granta/6131427
Byd F3 2021,"390,000 EGP",Bronze,"180,000 Km",Byd,F3,Shobra,2023-11-28,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/byd/f3/6131268
Speranza A620 2007,"200,000 EGP",Black,"100,000 Km",Speranza,A620,Ismailia,2023-11-28,Yes,No,Yes,Yes,https://eg.hatla2ee.com/en/car/speranza/a620/6131312
Skoda Octavia A4 2007,"355,000 EGP",Silver,"200,000 Km",Skoda,Octavia A4,Agamy,2023-11-28,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6131145
Volvo S90 2017,"2,500,000 EGP",White,"80,000 Km",Volvo,S90,Shobra,2023-11-28,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/volvo/S90/6131033
Kia K3 2020,"1,250,000 EGP",Blue,"92,000 Km",Kia,K3,El Bagour,2023-11-28,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/K3/6130940
Daewoo Lacetti 2004,"350,000 EGP",Silver,"250,000 Km",Daewoo,Lacetti,Tagamo3 - New Cairo,2023-11-28,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/daewoo/lacetti/6131063
Skoda Octavia A4 2007,"400,000 EGP",Black,"220,000 Km",Skoda,Octavia A4,Alexandria,2023-11-28,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/6130868
Mercedes GLC 300 2022,"4,700,000 EGP",Black,"14,000 Km",Mercedes,GLC 300,6 October,2023-11-28,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/glc-300/6130887
Suzuki Alto 2009,"160,000 EGP",Red,"175,000 Km",Suzuki,Alto,Ismailia,2023-11-28,No,No,No,No,https://eg.hatla2ee.com/en/car/suzuki/alto/6130794
Byd F3 2018,"365,000 EGP",Silver,"120,000 Km",Byd,F3,Helwan,2023-11-28,No,No,No,Yes,https://eg.hatla2ee.com/en/car/byd/f3/6130695
Renault Sandero Step Way 2016,"420,000 EGP",Black,"20,000 Km",Renault,Sandero Step Way,Sohag,2023-11-28,No,No,No,No,https://eg.hatla2ee.com/en/car/renault/sandero-step-way/6130629
Jac JS3 2022,"670,000 EGP",Dark grey,"50,000 Km",Jac,JS3,Tagamo3 - New Cairo,2023-11-28,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/jac/JS3/6130632
Skoda Octavia A5 2006,"525,000 EGP",Gold,"130,000 Km",Skoda,Octavia A5,Helwan,2023-11-28,Yes,No,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/Octavia-A5/6130488
Proton Gen 2 2011,"375,000 EGP",Red,"190,000 Km",Proton,Gen 2,Mohandessin,2023-11-28,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/proton/gen-2/6130422
Geely Emgrand 7 2013,"260,000 EGP",White,"170,000 Km",Geely,Emgrand 7,Alexandria,2023-11-28,No,Yes,No,Yes,https://eg.hatla2ee.com/en/car/geely/emgrand7/6130382
Hyundai Tucson GDI 2020,"1,600,000 EGP",White,"21,000 Km",Hyundai,Tucson GDI,Shobra,2023-11-28,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Tucson-GDI/6130404
Speranza A516 2010,"220,000 EGP",Dark blue,"220,000 Km",Speranza,A516,Cairo,2023-11-28,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/speranza/a516/6130389
Mercedes B 150 2007,"470,000 EGP",Black,"286,000 Km",Mercedes,B 150,Suez,2023-11-28,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/b-150/6130418
Speranza Tiggo 2017,"480,000 EGP",Black,"100,000 Km",Speranza,Tiggo,Agamy,2023-11-28,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/speranza/tiggo/6130289
Chevrolet T-Series 2019,"600,000 EGP",White,"62,000 Km",Chevrolet,T-Series,Helwan,2023-11-28,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/T-Series/6130316
Volkswagen Passat 2006,"620,000 EGP",Dark grey,"272,000 Km",Volkswagen,Passat,Al Shorouk,2023-11-28,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/volks-wagen/passat/6137475
Chevrolet Captiva 2021,"1,000,000 EGP",Red,"100,000 Km",Chevrolet,Captiva,6 October,2023-11-28,Yes,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/captiva/6134393
Chevrolet Lanos 2009,"160,000 EGP",White,"250,000 Km",Chevrolet,Lanos,Shobra,2023-11-28,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6136115
Mitsubishi Lancer Puma 2011,"520,000 EGP",Blue,"216,000 Km",Mitsubishi,Lancer Puma,El Salam City,2023-11-28,Yes,Yes,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6137312
Renault Megane 2010,"370,000 EGP",Black,"221,000 Km",Renault,Megane,Agamy,2023-11-28,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/megane/6135887
Jeep Liberty 2006,"560,000 EGP",Black,"195,000 Km",Jeep,Liberty,Maadi,2023-11-28,No,No,No,No,https://eg.hatla2ee.com/en/car/jeep/liberty/6130178
Jeep Liberty 2003,"420,000 EGP",Silver,"250,000 Km",Jeep,Liberty,Qena,2023-11-28,Yes,No,No,No,https://eg.hatla2ee.com/en/car/jeep/liberty/6130176
Opel Astra 2014,"560,000 EGP",Silver,"201,000 Km",Opel,Astra,Mokattam,2023-11-28,No,No,No,No,https://eg.hatla2ee.com/en/car/opel/astra/6130121
Daewoo Lanos 2008,"260,000 EGP",Silver,"200,000 Km",Daewoo,Lanos,Alexandria,2023-11-28,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/lanos/6130046
MG Rx5 2021,"1,100,000 EGP",Black,"35,000 Km",MG,Rx5,Imbaba,2023-11-28,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/Rx5/6130038
Hyundai Tucson GDI 2017,"1,250,000 EGP",Silver,"200,000 Km",Hyundai,Tucson GDI,Dokki,2023-11-28,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Tucson-GDI/6130020
Toyota Corolla 2013,"630,000 EGP",Gray,"300,000 Km",Toyota,Corolla,Giza,2023-11-28,No,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6130014
BMW 318 2019,"2,000,000 EGP",Silver,"56,000 Km",BMW,318,Marsa Matrouh,2023-11-28,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/318/6130008
Nissan Sunny 2019,"460,000 EGP",Red,"70,000 Km",Nissan,Sunny,Faiyum,2023-11-28,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6128192
Kia Cerato 2014,"610,000 EGP",Red,"150,000 Km",Kia,Cerato,Cairo,2023-11-28,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/cerato/6129975
Suzuki Ciaz 2015,"280,000 EGP",Blue,"125,000 Km",Suzuki,Ciaz,Cairo,2023-11-28,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/suzuki/ciaz/6129947
Daewoo Matiz 2001,"160,000 EGP",White,"135,000 Km",Daewoo,Matiz,Cairo,2023-11-28,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/matiz/6129884
Mitsubishi Lancer EX Shark 2015,"580,000 EGP",Gray,"130,000 Km",Mitsubishi,Lancer EX Shark,Mokattam,2023-11-28,No,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6129827
Mercedes 190 1984,"70,000 EGP",White,"500,000 Km",Mercedes,190,El Minya,2023-11-28,No,No,No,No,https://eg.hatla2ee.com/en/car/mercedes/190/6129830
Suzuki Maruti 2002,"68,000 EGP",Mocha,,Suzuki,Maruti,Alexandria,2023-11-28,No,No,Yes,No,https://eg.hatla2ee.com/en/car/suzuki/maruti/6129849
Jetour X70 2021,"850,000 EGP",Black,"56,000 Km",Jetour,X70,El Minya,2023-11-28,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/jetour/X70/6129807
Chevrolet Captiva 2021,"1,100,000 EGP",Black,"67,000 Km",Chevrolet,Captiva,Banha,2023-11-27,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/captiva/6129756
Chevrolet Lanos 2018,"290,000 EGP",Red,"266,000 Km",Chevrolet,Lanos,Cairo,2023-11-27,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6129674
Proton Saga 2021,"450,000 EGP",Silver,"30,000 Km",Proton,Saga,Khanka,2023-11-27,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/proton/saga/6129618
Chevrolet Optra 2007,"250,000 EGP",Blue,"150,000 Km",Chevrolet,Optra,Giza,2023-11-27,No,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/optra/6129591
Chery Tiggo 7 2019,"700,000 EGP",White,"60,000 Km",Chery,Tiggo 7,Cairo,2023-11-27,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Tiggo-7/6129542
Nissan Sunny 2019,"460,000 EGP",Champagne,"130,000 Km",Nissan,Sunny,Pyramids Gardens,2023-11-27,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6129552
Lada 2107 2006,"100,000 EGP",Blue,"70,000 Km",Lada,2107,Damanhur,2023-11-27,No,No,No,No,https://eg.hatla2ee.com/en/car/lada/2107/6129554
Peugeot 3008 2015,"730,000 EGP",Black,"117,000 Km",Peugeot,3008,Tagamo3 - New Cairo,2023-11-27,Yes,No,No,No,https://eg.hatla2ee.com/en/car/peugeot/3008/6129531
Nissan Sunny 2015,"475,000 EGP",Gold,"174,000 Km",Nissan,Sunny,Hurghada,2023-11-27,No,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6129401
Hyundai Elantra CN7 2021,"1,200,000 EGP",Gray,"63,450 Km",Hyundai,Elantra CN7,Tagamo3 - New Cairo,2023-11-27,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-CN7/6129288
Daewoo Nubira 2 2008,"243,000 EGP",Dark red,"133,000 Km",Daewoo,Nubira 2,Alexandria,2023-11-27,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/6129287
Mitsubishi Pajero 2020,"2,900,000 EGP",Silver,"27,000 Km",Mitsubishi,Pajero,Cairo,2023-11-27,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/pajero/6129060
Brilliance V5 2013,"525,000 EGP",Black,"32,000 Km",Brilliance,V5,Cairo,2023-11-27,No,No,No,No,https://eg.hatla2ee.com/en/car/brilliance/v5/6129111
Honda Civic 2007,"440,000 EGP",Dark grey,"300,000 Km",Honda,Civic,Port Said,2023-11-27,No,No,No,No,https://eg.hatla2ee.com/en/car/honda/civic/6128985
BMW 318 1999,"515,000 EGP",Dark blue,"400,000 Km",BMW,318,Red Sea,2023-11-27,No,No,No,No,https://eg.hatla2ee.com/en/car/bmw/318/6129029
Opel Adam 2015,"450,000 EGP",Red,"110,000 Km",Opel,Adam,Port Said,2023-11-27,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/adam/6128975
Peugeot Partner 2013,"750,000 EGP",Dark blue,"84,000 Km",Peugeot,Partner,El Senbellawein,2023-11-27,No,No,No,No,https://eg.hatla2ee.com/en/car/peugeot/partner/6129006
Isuzu D max 2019,"950,000 EGP",White,"140,000 Km",Isuzu,D max,Cairo,2023-11-27,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/isuzu/dmax/6128994
Speranza Tiggo 2019,"500,000 EGP",Gray,"88,000 Km",Speranza,Tiggo,El Wadi El Gedid,2023-11-27,No,No,No,No,https://eg.hatla2ee.com/en/car/speranza/tiggo/6128870
Honda City 2022,"1,000,050 EGP",Red,"42,000 Km",Honda,City,Tagamo3 - New Cairo,2023-11-27,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/honda/city/6128757
Peugeot 208 2015,"465,000 EGP",Gold,"120,000 Km",Peugeot,208,El Haram,2023-11-27,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/peugeot/208/6128838
Hyundai Sonata 2010,"600,000 EGP",Champagne,"148,000 Km",Hyundai,Sonata,Damietta,2023-11-27,Yes,Yes,No,Yes,https://eg.hatla2ee.com/en/car/hyundai/sonata/6128802
Peugeot 307 2008,"410,000 EGP",Dark red,"220,000 Km",Peugeot,307,Cairo,2023-11-27,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/peugeot/307/6128753
Opel Grandland 2020,"1,250,000 EGP",White,"125,000 Km",Opel,Grandland,El Haram,2023-11-27,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/Grandland/6135830
Brilliance V5 2013,"430,000 EGP",White,"118,000 Km",Brilliance,V5,El Haram,2023-11-27,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/brilliance/v5/6128684
Kia K3 2016,"850,000 EGP",White,"85,000 Km",Kia,K3,Cairo,2023-11-27,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/K3/6128669
Nissan Sentra 2018,"630,000 EGP",Silver,"270,000 Km",Nissan,Sentra,Shobra,2023-11-27,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sentra/6128613
Proton Preve 2019,"520,000 EGP",Black,"164,000 Km",Proton,Preve,Cairo,2023-11-27,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/proton/Preve/6128562
Fiat Siena 2003,"95,000 EGP",Cyan,"200,000 Km",Fiat,Siena,Cairo,2023-11-27,No,No,No,No,https://eg.hatla2ee.com/en/car/fiat/siena/6128529
Fiat Siena 2001,"130,000 EGP",Silver,"250,000 Km",Fiat,Siena,Ismailia,2023-11-27,No,No,Yes,No,https://eg.hatla2ee.com/en/car/fiat/siena/6128546
BMW 318 1999,"350,000 EGP",Red,"300,000 Km",BMW,318,Tagamo3 - New Cairo,2023-11-27,Yes,No,No,No,https://eg.hatla2ee.com/en/car/bmw/318/6128528
Skoda Favorit 1994,"65,000 EGP",Red,"200,000 Km",Skoda,Favorit,El Minya,2023-11-27,No,No,No,No,https://eg.hatla2ee.com/en/car/skoda/favorit/6128504
Nissan Sunny 2008,"330,000 EGP",Silver,"80,000 Km",Nissan,Sunny,Dikirnis,2023-11-27,Yes,Yes,Yes,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6128286
Hyundai Elantra 2008,"480,000 EGP",Gold,"170,000 Km",Hyundai,Elantra,Shobra,2023-11-27,Yes,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/elantra/6128238
Speranza A620 2011,"235,000 EGP",Black,"145,000 Km",Speranza,A620,Shobra,2023-11-27,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/speranza/a620/6128214
Proton Gen 2 2007,"290,000 EGP",Silver,"175,000 Km",Proton,Gen 2,El Manial,2023-11-27,No,No,No,No,https://eg.hatla2ee.com/en/car/proton/gen-2/6128169
Fiat Tipo 2021,"695,000 EGP",Petroleum,"87,000 Km",Fiat,Tipo,Cairo,2023-11-27,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6128075
Fiat 127 1983,"30,000 EGP",Cyan,"200,000 Km",Fiat,127,Cairo,2023-11-26,No,No,No,No,https://eg.hatla2ee.com/en/car/fiat/127/6127974
Mini Cooper 2008,"420,000 EGP",Blue,"125,000 Km",Mini,Cooper,Cairo,2023-11-26,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mini/cooper/6128021
Kia Cerato 2016,"725,000 EGP",Red,"129,000 Km",Kia,Cerato,Maadi,2023-11-26,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/cerato/6128042
Mercedes CLA 200 2020,"2,300,000 EGP",White,"96,000 Km",Mercedes,CLA 200,Sheikh Zayed City,2023-11-26,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/cla-200/6127947
Kia Carens 2016,"875,000 EGP",Mocha,"90,503 Km",Kia,Carens,Kafr el-Sheikh,2023-11-26,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/carens/6127848
Daewoo Lanos 2000,"185,000 EGP",Dark green,"105,000 Km",Daewoo,Lanos,Warraq,2023-11-26,No,No,No,No,https://eg.hatla2ee.com/en/car/daewoo/lanos/6127715
Chevrolet Optra 2008,"365,000 EGP",Dark blue,"170,000 Km",Chevrolet,Optra,Alexandria,2023-11-26,Yes,Yes,No,No,https://eg.hatla2ee.com/en/car/chevrolet/optra/6127796
Kia Cerato 2009,"500,000 EGP",Black,"217,000 Km",Kia,Cerato,Tagamo3 - New Cairo,2023-11-26,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/cerato/6127742
Mitsubishi Pajero 2017,,White,"50,000 Km",Mitsubishi,Pajero,Tagamo3 - New Cairo,2023-11-26,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/pajero/6127740
Kia Picanto 2008,"350,000 EGP",Red,"100,000 Km",Kia,Picanto,Suez,2023-11-26,No,No,No,No,https://eg.hatla2ee.com/en/car/kia/picanto/6127601
Nissan XTrail 2013,"760,000 EGP",Bronze,"170,000 Km",Nissan,XTrail,Cairo,2023-11-26,Yes,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/x-Trail/6127580
Byd F3 2019,"350,000 EGP",Red,,Byd,F3,Ain Shams,2023-11-26,No,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/byd/f3/6127535
